URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVERAGE SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
135,https://insights.blackcoffer.com/bank-risk-management-india/,0.994524639,12,-0.846931675,0.032405298,28.25925926,24.43890274,170.5755611,402,98,401,2.605985037,0,7.002564103
136,https://insights.blackcoffer.com/advance-analytics-for-refocusing-profits/,1.983573917,35.99452464,-0.895541144,0.057893443,29.525,29.11585366,274.4463415,657,191,656,2.806402439,0,7.130298273
137,https://insights.blackcoffer.com/role-of-big-data-analytics-banking-and-finance/,7.994524639,57.99452464,-0.757701464,0.076464715,20.9,26.30359212,356.1214368,864,227,863,2.443800695,0,6.832535885
138,https://insights.blackcoffer.com/mitigating-bank-risk-management/,5.994524639,29.97809856,-0.666717385,0.016817496,13.05220884,6.685366994,858.6741468,2140,143,2139,0.901355774,0,6.42653277
139,https://insights.blackcoffer.com/future-of-bank-risk-management/,11.97809856,38.97809856,-0.529866846,0.06044626,22.17741935,26.92763938,348.3710558,844,227,843,2.34282325,0,7.077658303
140,https://insights.blackcoffer.com/advanced-analytics-redefining-banking/,7.989049278,48.98357392,-0.719547769,0.068230686,20.72619048,29.22155689,346.0886228,836,244,835,2.771257485,0,7.056097561
141,https://insights.blackcoffer.com/marketing-analytics-needs/,9.978098556,44.99452464,-0.636979344,0.063847414,23.74603175,34.03019744,358.412079,862,293,861,2.684088269,0,7.216766467
142,https://insights.blackcoffer.com/big-data-analytics-to-bring-transparency-and-good-governance/,1,4,-0.59999988,0.064102563,20,26.92307692,42.36923077,79,21,78,4.371794872,0,6.513513514
143,https://insights.blackcoffer.com/how-political-leaders-will-shape-tomorrow-using-big-data-analytics/,11.98357392,4.994524639,0.41165086,0.036355671,20.19148936,24.62526767,197.0501071,468,115,467,2.586723769,0,6.635321101
144,https://insights.blackcoffer.com/big-data-and-analytics-to-help-form-political-leaders-win-election/,24,36.97809856,-0.212832126,0.082402836,15.41525424,31.35135135,308.9405405,741,232,740,2.754054054,0,7.161904762
145,https://insights.blackcoffer.com/the-emergence-of-data-analytics/,18.98357392,19.97809856,-0.025525717,0.044324997,19.56179775,26.16609784,362.4664391,880,230,879,2.453924915,0,6.872389791
146,https://insights.blackcoffer.com/how-artificial-intelligence-can-deliver-real-value-to-companies-2/,5.994524639,26.99452464,-0.636574858,0.061204173,22.5106383,29.68460111,227.8738404,540,160,539,2.747680891,0,6.834285714
147,https://insights.blackcoffer.com/the-prospective-recipe-of-success-in-the-age-of-analytics/,1.989049278,43.98904928,-0.913478382,0.043956117,23.13924051,23.99617591,428.3984704,1047,251,1046,1.954110899,0,6.903664921
148,https://insights.blackcoffer.com/using-people-analytics-to-drive-business-performance/,1.994524639,34,-0.889176195,0.073011206,19.71428571,24.94929006,207.579716,494,123,493,2.811359026,0,7.021321962
149,https://insights.blackcoffer.com/how-artificial-intelligence-can-deliver-real-value-to-companies/,9.994524639,36,-0.565403708,0.087608618,16.90277778,31.42857143,222.9714286,526,165,525,3.022857143,0,6.973231358
150,https://insights.blackcoffer.com/big-data-analytics-through-iot-in-oil-and-gas-industry/,29.98904928,17.98904928,0.250114117,0.046807901,19.79775281,30.92682927,422.7707317,1026,317,1025,2.437073171,0,7.211934156
151,https://insights.blackcoffer.com/how-big-data-and-analytics-is-helping-marketing-leaders/,10.98904928,26.99452464,-0.421378856,0.074918292,28.89473684,35.30571992,217.322288,508,179,507,3.280078895,0,7.048780488
152,https://insights.blackcoffer.com/what-analytics-outsourcing-engagement-model-is-right-for-you/,13,52.98904928,-0.605995224,0.085700064,18.04545455,28.57142857,319.8285714,771,220,770,2.697402597,0,6.911888112
153,https://insights.blackcoffer.com/big-data-analytics-solving-problems-banking-and-finance-industry/,1,4,-0.59999988,0.056818181,20.44444444,21.59090909,44.23636364,89,19,88,3.681818182,0,6.2625
154,https://insights.blackcoffer.com/analytics-healthcare-industry/,16,44.99452464,-0.475362737,0.112952823,18.36666667,31.85185185,229.1407407,541,172,540,3.248148148,0,6.692015209
155,https://insights.blackcoffer.com/business-analytics-textile-industry/,5,34.99452464,-0.749965756,0.111716549,18.17647059,27.09497207,154.4379888,359,97,358,3.198324022,0,6.705329154
156,https://insights.blackcoffer.com/big-data-marketing-reality/,11.99452464,46.98904928,-0.593292704,0.097816872,21.16981132,31.67495854,254.2699834,604,191,603,2.781094527,0,7.129692833
157,https://insights.blackcoffer.com/understanding-millennial-market/,1.983573917,23.99452464,-0.84728872,0.059582795,26.875,24.31192661,184.5247706,437,106,436,2.516055046,0,6.724941725
158,https://insights.blackcoffer.com/analytics-helping-fashion-e-tailers-develop-markets-developing-countries/,5,7,-0.166666653,0.046875,15.44,25.390625,112.95625,257,65,256,2.875,0,6.909465021
159,https://insights.blackcoffer.com/big-data-analytics-change-healthcare-developing-countries/,2.994524639,4,-0.143751759,0.022346724,17.02857143,21.72523962,134.2900958,314,68,313,2.47284345,0,6.409722222
160,https://insights.blackcoffer.com/big-data-analytics-help-voters-know-political-leaders/,6.994524639,40.98357392,-0.70842842,0.085522457,29.25714286,32.97682709,237.9907308,562,185,561,3.064171123,0,7.100558659
161,https://insights.blackcoffer.com/digital-transformation-oil-gas/,26.98357392,19.98904928,0.148906406,0.052249859,19.4625,26.91879867,370.7675195,900,242,899,2.359288098,0,6.852974186
162,https://insights.blackcoffer.com/data-analytics-reduce-cost-production/,6,11.99452464,-0.333130462,0.067648589,23.12903226,18.04511278,114.0180451,267,48,266,2.928571429,0,6.111111111
163,https://insights.blackcoffer.com/gaining-insights-internal-data-retail/,5,33.97809856,-0.74344565,0.065289947,20.12,25.79564489,249.518258,598,154,597,2.529313233,0,6.826785714
164,https://insights.blackcoffer.com/role-big-data-cyber-security/,8.994524639,42.98357392,-0.653910966,0.105218823,19.57692308,24.89878543,207.9595142,495,123,494,2.692307692,0,7.295918367
165,https://insights.blackcoffer.com/role-big-data-healthcare/,9.994524639,39.98904928,-0.600087623,0.088938743,19.80392157,37.01067616,240.0042705,563,208,562,3.628113879,0,7.038461538
166,https://insights.blackcoffer.com/data-driven-dashboards/,13.99452464,42.98904928,-0.508822493,0.088209867,22.19642857,28.01857585,270.0074303,647,181,646,2.684210526,0,6.868506494
167,https://insights.blackcoffer.com/role-big-data-academia/,9.983573917,34.99452464,-0.556069531,0.058261786,21.06756757,21.50259067,317.8010363,773,166,772,2.240932642,0,6.726174497
168,https://insights.blackcoffer.com/sales-forecasting-in-retail/,20,50.98904928,-0.436532806,0.068854558,19.21276596,26.96411251,423.585645,1032,278,1031,2.317167798,0,6.87755102
169,https://insights.blackcoffer.com/detect-data-exfiltration-over-the-network/,5,13.98357392,-0.473228776,0.047938318,35.16,13.88888889,164.3555556,397,55,396,1.952020202,0,5.760869565
170,https://insights.blackcoffer.com/data-exfiltration/,13.98357392,69.98904928,-0.66694921,0.080898481,23.91139241,26.58959538,426.2358382,1039,276,1038,2.366088632,0,6.934262948
171,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,-1.021901444,18.98904928,-1.113752154,0.032967244,15.96202532,18.89908257,225.959633,546,103,545,2.308256881,0,6.271347249
